"","feature","task","shap_phi","fname","group","taxa"
"688","bio_11",20,3.32559006525884,"TMeanColdQ","temperature","ApLong_LoAm"
"689","bio_12",20,7.84068616273051,"PTotY","precipitation","ApLong_LoAm"
"690","bio_13",20,62.6995313813124,"PWetM","precipitation","ApLong_LoAm"
"691","bio_14",20,31.5125199387832,"PDryM","precipitation","ApLong_LoAm"
"692","bio_15",20,37.0485469831355,"PSeason","precipitation","ApLong_LoAm"
"693","bio_16",20,17.2535624614795,"PWetQ","precipitation","ApLong_LoAm"
"694","bio_17",20,29.1785500019175,"PDryQ","precipitation","ApLong_LoAm"
"695","bio_18",20,44.8104893204272,"PWarmQ","precipitation","ApLong_LoAm"
"696","bio_19",20,31.496394951387,"PColdQ","precipitation","ApLong_LoAm"
"697","bio_2",20,14.5884594599718,"TMeanRngD","temperature","ApLong_LoAm"
"698","bio_3",20,14.8430052554768,"TIso","temperature","ApLong_LoAm"
"699","bio_4",20,28.7836441948439,"TSeason","temperature","ApLong_LoAm"
"700","bio_5",20,10.9544699127809,"TMaxWarmM","temperature","ApLong_LoAm"
"701","bio_6",20,48.1707839240692,"TMinColdM","temperature","ApLong_LoAm"
"702","bio_7",20,84.5016471090342,"TRngY","temperature","ApLong_LoAm"
"703","bio_8",20,31.0537823634,"TMeanWetQ","temperature","ApLong_LoAm"
"704","bio_9",20,66.5044292324649,"TMeanDryQ","temperature","ApLong_LoAm"
"705","bs_top",20,46.7786810371625,"bs_top","hydro","ApLong_LoAm"
"706","Carbone",20,9.28628689304531,"C","physchem","ApLong_LoAm"
"707","cec_top",20,50.588603594155,"cec_top","hydro","ApLong_LoAm"
"708","clay",20,6.74706868101712,"clay","structural","ApLong_LoAm"
"709","clc",20,62.2080655289603,"clc","landcover","ApLong_LoAm"
"710","CN",20,43.9387445901079,"CN","physchem","ApLong_LoAm"
"711","crusting",20,50.9185640505098,"crusting","structural","ApLong_LoAm"
"712","dgh",20,10.2700654058466,"dgh","structural","ApLong_LoAm"
"713","dimp",20,10.1414677558348,"dimp","structural","ApLong_LoAm"
"714","erodi",20,33.6636544359291,"erodi","structural","ApLong_LoAm"
"715","parmado",20,32.5724285925896,"parmado","structural","ApLong_LoAm"
"716","pd_top",20,5.06981358585,"pd_top","structural","ApLong_LoAm"
"717","pH",20,21.7495375760777,"pH","physchem","ApLong_LoAm"
"718","proxi_eau_fast",20,3.92935178249917,"proxi_eau_fast","hydro","ApLong_LoAm"
"719","silt",20,59.3570769615522,"silt","structural","ApLong_LoAm"
"720","wr",20,27.6773734335961,"wr","hydro","ApLong_LoAm"
"721","awc_top",21,11.9325175186337,"awc_top","hydro","ApLong_LoRiVi"
"722","bio_1",21,25.3100934374176,"TMeanY","temperature","ApLong_LoRiVi"
"723","bio_10",21,4.68830359988737,"TMeanWarmQ","temperature","ApLong_LoRiVi"
"724","bio_11",21,24.774467017766,"TMeanColdQ","temperature","ApLong_LoRiVi"
"725","bio_12",21,0.907917448372886,"PTotY","precipitation","ApLong_LoRiVi"
"726","bio_13",21,18.8011927708772,"PWetM","precipitation","ApLong_LoRiVi"
"727","bio_14",21,5.18562849354281,"PDryM","precipitation","ApLong_LoRiVi"
"728","bio_15",21,4.33016254930625,"PSeason","precipitation","ApLong_LoRiVi"
"729","bio_16",21,3.0816205073895,"PWetQ","precipitation","ApLong_LoRiVi"
"730","bio_17",21,14.2435215900591,"PDryQ","precipitation","ApLong_LoRiVi"
"731","bio_18",21,54.2815469856321,"PWarmQ","precipitation","ApLong_LoRiVi"
"732","bio_19",21,76.5085892588073,"PColdQ","precipitation","ApLong_LoRiVi"
"733","bio_2",21,26.2715509134086,"TMeanRngD","temperature","ApLong_LoRiVi"
"734","bio_3",21,27.1202626839466,"TIso","temperature","ApLong_LoRiVi"
"735","bio_4",21,75.4070243410508,"TSeason","temperature","ApLong_LoRiVi"
"736","bio_5",21,11.0895771735763,"TMaxWarmM","temperature","ApLong_LoRiVi"
"737","bio_6",21,21.0027350315836,"TMinColdM","temperature","ApLong_LoRiVi"
"738","bio_7",21,47.0869178971819,"TRngY","temperature","ApLong_LoRiVi"
"739","bio_8",21,5.71229913895528,"TMeanWetQ","temperature","ApLong_LoRiVi"
"740","bio_9",21,7.01496158402867,"TMeanDryQ","temperature","ApLong_LoRiVi"
"741","bs_top",21,17.4651780411947,"bs_top","hydro","ApLong_LoRiVi"
"742","Carbone",21,9.03226599376359,"C","physchem","ApLong_LoRiVi"
"743","cec_top",21,13.3174220636808,"cec_top","hydro","ApLong_LoRiVi"
"744","clay",21,18.5110103918599,"clay","structural","ApLong_LoRiVi"
"745","clc",21,42.9291356132682,"clc","landcover","ApLong_LoRiVi"
"746","CN",21,6.12064958646351,"CN","physchem","ApLong_LoRiVi"
"747","crusting",21,41.55646779224,"crusting","structural","ApLong_LoRiVi"
"748","dgh",21,30.9596300178912,"dgh","structural","ApLong_LoRiVi"
"749","dimp",21,12.4714190351553,"dimp","structural","ApLong_LoRiVi"
"750","erodi",21,10.2749174695498,"erodi","structural","ApLong_LoRiVi"
"751","parmado",21,24.3400747859562,"parmado","structural","ApLong_LoRiVi"
"752","pd_top",21,32.3878774378378,"pd_top","structural","ApLong_LoRiVi"
"753","pH",21,72.4503383457346,"pH","physchem","ApLong_LoRiVi"
"754","proxi_eau_fast",21,1.39261561020776,"proxi_eau_fast","hydro","ApLong_LoRiVi"
"755","silt",21,23.9368271564931,"silt","structural","ApLong_LoRiVi"
"756","wr",21,34.1417443834006,"wr","hydro","ApLong_LoRiVi"
"757","awc_top",22,24.0293128346937,"awc_top","hydro","ApLong_LoRi"
"758","bio_1",22,1.73238326171675,"TMeanY","temperature","ApLong_LoRi"
"759","bio_10",22,2.02528477057989,"TMeanWarmQ","temperature","ApLong_LoRi"
"760","bio_11",22,6.03507781707725,"TMeanColdQ","temperature","ApLong_LoRi"
"761","bio_12",22,13.7380836501595,"PTotY","precipitation","ApLong_LoRi"
"762","bio_13",22,130.26331187811,"PWetM","precipitation","ApLong_LoRi"
"763","bio_14",22,31.9712245374858,"PDryM","precipitation","ApLong_LoRi"
"764","bio_15",22,69.5103166415161,"PSeason","precipitation","ApLong_LoRi"
"765","bio_16",22,35.117109041996,"PWetQ","precipitation","ApLong_LoRi"
"766","bio_17",22,5.40004133306269,"PDryQ","precipitation","ApLong_LoRi"
"767","bio_18",22,77.7129394698798,"PWarmQ","precipitation","ApLong_LoRi"
"768","bio_19",22,43.3936244505958,"PColdQ","precipitation","ApLong_LoRi"
"769","bio_2",22,49.9661200236701,"TMeanRngD","temperature","ApLong_LoRi"
"770","bio_3",22,24.3186302120535,"TIso","temperature","ApLong_LoRi"
"771","bio_4",22,46.2882554759823,"TSeason","temperature","ApLong_LoRi"
"772","bio_5",22,8.6862753506453,"TMaxWarmM","temperature","ApLong_LoRi"
"773","bio_6",22,36.9489198952093,"TMinColdM","temperature","ApLong_LoRi"
"774","bio_7",22,50.5813063713262,"TRngY","temperature","ApLong_LoRi"
"775","bio_8",22,32.566159939403,"TMeanWetQ","temperature","ApLong_LoRi"
"776","bio_9",22,19.008321079071,"TMeanDryQ","temperature","ApLong_LoRi"
"777","bs_top",22,33.7273078146856,"bs_top","hydro","ApLong_LoRi"
"778","Carbone",22,8.50211937525717,"C","physchem","ApLong_LoRi"
"779","cec_top",22,13.2361641622797,"cec_top","hydro","ApLong_LoRi"
"780","clay",22,4.89557766563768,"clay","structural","ApLong_LoRi"
"781","clc",22,56.4959408984022,"clc","landcover","ApLong_LoRi"
"782","CN",22,7.32698706884665,"CN","physchem","ApLong_LoRi"
"783","crusting",22,22.2874351651939,"crusting","structural","ApLong_LoRi"
"784","dgh",22,48.6442818164476,"dgh","structural","ApLong_LoRi"
"785","dimp",22,8.0894646896061,"dimp","structural","ApLong_LoRi"
"786","erodi",22,17.2160632491615,"erodi","structural","ApLong_LoRi"
"787","parmado",22,26.447754907605,"parmado","structural","ApLong_LoRi"
"788","pd_top",22,42.3757359753948,"pd_top","structural","ApLong_LoRi"
"789","pH",22,31.7601933875601,"pH","physchem","ApLong_LoRi"
"790","proxi_eau_fast",22,0.159737726642925,"proxi_eau_fast","hydro","ApLong_LoRi"
"791","silt",22,47.1475167006697,"silt","structural","ApLong_LoRi"
"792","wr",22,19.8570009061252,"wr","hydro","ApLong_LoRi"
"793","awc_top",23,18.1579004611925,"awc_top","hydro","ApLong_Lo"
"794","bio_1",23,4.00753776191385,"TMeanY","temperature","ApLong_Lo"
"795","bio_10",23,8.98523740757839,"TMeanWarmQ","temperature","ApLong_Lo"
"796","bio_11",23,5.19382723347284,"TMeanColdQ","temperature","ApLong_Lo"
"797","bio_12",23,14.0651852847205,"PTotY","precipitation","ApLong_Lo"
"798","bio_13",23,111.399608364003,"PWetM","precipitation","ApLong_Lo"
"799","bio_14",23,39.0612807152839,"PDryM","precipitation","ApLong_Lo"
"800","bio_15",23,76.7502629114629,"PSeason","precipitation","ApLong_Lo"
"801","bio_16",23,28.2782477774448,"PWetQ","precipitation","ApLong_Lo"
"802","bio_17",23,14.529889483049,"PDryQ","precipitation","ApLong_Lo"
"803","bio_18",23,61.4963779864705,"PWarmQ","precipitation","ApLong_Lo"
"804","bio_19",23,12.8827670302021,"PColdQ","precipitation","ApLong_Lo"
"805","bio_2",23,49.9050390409725,"TMeanRngD","temperature","ApLong_Lo"
"806","bio_3",23,6.94783476262586,"TIso","temperature","ApLong_Lo"
"807","bio_4",23,3.80350921304082,"TSeason","temperature","ApLong_Lo"
"808","bio_5",23,3.25050887874793,"TMaxWarmM","temperature","ApLong_Lo"
"809","bio_6",23,42.856881098852,"TMinColdM","temperature","ApLong_Lo"
"810","bio_7",23,66.2527733510663,"TRngY","temperature","ApLong_Lo"
"811","bio_8",23,33.535428279381,"TMeanWetQ","temperature","ApLong_Lo"
"812","bio_9",23,2.0722867592785,"TMeanDryQ","temperature","ApLong_Lo"
"813","bs_top",23,47.6814890929719,"bs_top","hydro","ApLong_Lo"
"814","Carbone",23,1.29898837268353,"C","physchem","ApLong_Lo"
"815","cec_top",23,4.07680137421354,"cec_top","hydro","ApLong_Lo"
"816","clay",23,14.7656923447712,"clay","structural","ApLong_Lo"
"817","clc",23,56.7533496947691,"clc","landcover","ApLong_Lo"
"818","CN",23,36.887808131366,"CN","physchem","ApLong_Lo"
"819","crusting",23,16.669258433088,"crusting","structural","ApLong_Lo"
"820","dgh",23,34.6096745966608,"dgh","structural","ApLong_Lo"
"821","dimp",23,7.29124017499387,"dimp","structural","ApLong_Lo"
"822","erodi",23,35.8694251331862,"erodi","structural","ApLong_Lo"
"823","parmado",23,20.4221229825658,"parmado","structural","ApLong_Lo"
"824","pd_top",23,14.0028285742609,"pd_top","structural","ApLong_Lo"
"825","pH",23,27.2384378537908,"pH","physchem","ApLong_Lo"
"826","proxi_eau_fast",23,0.369691829681397,"proxi_eau_fast","hydro","ApLong_Lo"
"827","silt",23,26.0489212088229,"silt","structural","ApLong_Lo"
"828","wr",23,8.9653310076613,"wr","hydro","ApLong_Lo"
"829","awc_top",24,6.2859555567801,"awc_top","hydro","Aprose"
"830","bio_1",24,13.2323808924854,"TMeanY","temperature","Aprose"
"831","bio_10",24,10.7195997520536,"TMeanWarmQ","temperature","Aprose"
"832","bio_11",24,15.0991704952717,"TMeanColdQ","temperature","Aprose"
"833","bio_12",24,4.98758450292051,"PTotY","precipitation","Aprose"
"834","bio_13",24,16.7342855127156,"PWetM","precipitation","Aprose"
"835","bio_14",24,12.412650578022,"PDryM","precipitation","Aprose"
"836","bio_15",24,2.34943979755044,"PSeason","precipitation","Aprose"
"837","bio_16",24,1.46151617839932,"PWetQ","precipitation","Aprose"
"838","bio_17",24,3.09993795417249,"PDryQ","precipitation","Aprose"
"839","bio_18",24,21.0406688727438,"PWarmQ","precipitation","Aprose"
"840","bio_19",24,3.99702277705073,"PColdQ","precipitation","Aprose"
"841","bio_2",24,20.3651612318307,"TMeanRngD","temperature","Aprose"
"842","bio_3",24,23.7999799896032,"TIso","temperature","Aprose"
"843","bio_4",24,16.8388601899147,"TSeason","temperature","Aprose"
"844","bio_5",24,4.15406238682568,"TMaxWarmM","temperature","Aprose"
"845","bio_6",24,4.06673225954175,"TMinColdM","temperature","Aprose"
"846","bio_7",24,13.6801246035844,"TRngY","temperature","Aprose"
"847","bio_8",24,2.4215173150599,"TMeanWetQ","temperature","Aprose"
"848","bio_9",24,9.49318673551083,"TMeanDryQ","temperature","Aprose"
"849","bs_top",24,22.5108334667236,"bs_top","hydro","Aprose"
"850","Carbone",24,1.06007529847324,"C","physchem","Aprose"
"851","cec_top",24,2.16316250793636,"cec_top","hydro","Aprose"
"852","clay",24,8.66356132522225,"clay","structural","Aprose"
"853","clc",24,26.411182628423,"clc","landcover","Aprose"
"854","CN",24,27.9099901115149,"CN","physchem","Aprose"
"855","crusting",24,7.3952269590646,"crusting","structural","Aprose"
"856","dgh",24,9.29063915066421,"dgh","structural","Aprose"
"857","dimp",24,6.21715119607747,"dimp","structural","Aprose"
"858","erodi",24,6.38565527282655,"erodi","structural","Aprose"
"859","parmado",24,8.45842180490494,"parmado","structural","Aprose"
"860","pd_top",24,1.86710910186172,"pd_top","structural","Aprose"
"861","pH",24,28.508478461653,"pH","physchem","Aprose"
"862","proxi_eau_fast",24,0.329623273983598,"proxi_eau_fast","hydro","Aprose"
"863","silt",24,6.66345796786249,"silt","structural","Aprose"
"864","wr",24,4.2306945708394,"wr","hydro","Aprose"
"865","awc_top",25,41.9219624249957,"awc_top","hydro","Avlig"
"866","bio_1",25,7.46066184497215,"TMeanY","temperature","Avlig"
"867","bio_10",25,5.48876612868924,"TMeanWarmQ","temperature","Avlig"
"868","bio_11",25,8.74230824593192,"TMeanColdQ","temperature","Avlig"
"869","bio_12",25,1.56683072069786,"PTotY","precipitation","Avlig"
"870","bio_13",25,62.3257278252601,"PWetM","precipitation","Avlig"
"871","bio_14",25,19.111799093662,"PDryM","precipitation","Avlig"
"872","bio_15",25,28.4632990991598,"PSeason","precipitation","Avlig"
"873","bio_16",25,28.1952731790338,"PWetQ","precipitation","Avlig"
"874","bio_17",25,3.10964059367972,"PDryQ","precipitation","Avlig"
"875","bio_18",25,57.3376214440085,"PWarmQ","precipitation","Avlig"
"876","bio_19",25,75.9611670498763,"PColdQ","precipitation","Avlig"
"877","bio_2",25,9.85679029992655,"TMeanRngD","temperature","Avlig"
"878","bio_3",25,39.506637188778,"TIso","temperature","Avlig"
"879","bio_4",25,36.447786763258,"TSeason","temperature","Avlig"
"880","bio_5",25,12.4743766179694,"TMaxWarmM","temperature","Avlig"
"881","bio_6",25,3.88136011664712,"TMinColdM","temperature","Avlig"
"882","bio_7",25,5.18939566377835,"TRngY","temperature","Avlig"
"883","bio_8",25,16.8600203847331,"TMeanWetQ","temperature","Avlig"
"884","bio_9",25,31.3941140678511,"TMeanDryQ","temperature","Avlig"
"885","bs_top",25,3.18741581492168,"bs_top","hydro","Avlig"
"886","Carbone",25,26.182133299329,"C","physchem","Avlig"
"887","cec_top",25,66.454034505189,"cec_top","hydro","Avlig"
"888","clay",25,25.8591188761075,"clay","structural","Avlig"
"889","clc",25,48.0946987444899,"clc","landcover","Avlig"
"890","CN",25,14.2075897653293,"CN","physchem","Avlig"
"891","crusting",25,27.1332289732886,"crusting","structural","Avlig"
"892","dgh",25,17.0827520531886,"dgh","structural","Avlig"
"893","dimp",25,2.72416143901517,"dimp","structural","Avlig"
"894","erodi",25,21.5635107578281,"erodi","structural","Avlig"
"895","parmado",25,24.5500437763194,"parmado","structural","Avlig"
"896","pd_top",25,53.9778041719684,"pd_top","structural","Avlig"
"897","pH",25,12.0409720107758,"pH","physchem","Avlig"
"898","proxi_eau_fast",25,0.659664867221201,"proxi_eau_fast","hydro","Avlig"
"899","silt",25,13.4487585966536,"silt","structural","Avlig"
"900","wr",25,36.6125661648734,"wr","hydro","Avlig"
"901","awc_top",26,28.4806026398671,"awc_top","hydro","Bieise"
"902","bio_1",26,11.383175338887,"TMeanY","temperature","Bieise"
"903","bio_10",26,18.5223493425184,"TMeanWarmQ","temperature","Bieise"
"904","bio_11",26,6.70860757367489,"TMeanColdQ","temperature","Bieise"
"905","bio_12",26,17.528648032758,"PTotY","precipitation","Bieise"
"906","bio_13",26,67.3434431812797,"PWetM","precipitation","Bieise"
"907","bio_14",26,9.92506053131018,"PDryM","precipitation","Bieise"
"908","bio_15",26,27.348518385421,"PSeason","precipitation","Bieise"
"909","bio_16",26,26.7939558949453,"PWetQ","precipitation","Bieise"
"910","bio_17",26,8.87896354728278,"PDryQ","precipitation","Bieise"
"911","bio_18",26,32.9624122431982,"PWarmQ","precipitation","Bieise"
"912","bio_19",26,15.1672069195624,"PColdQ","precipitation","Bieise"
"913","bio_2",26,30.4930302478452,"TMeanRngD","temperature","Bieise"
"914","bio_3",26,8.7473832654877,"TIso","temperature","Bieise"
"915","bio_4",26,16.3909672750894,"TSeason","temperature","Bieise"
"916","bio_5",26,26.5331528526654,"TMaxWarmM","temperature","Bieise"
"917","bio_6",26,18.5933007813858,"TMinColdM","temperature","Bieise"
"918","bio_7",26,48.5931881907594,"TRngY","temperature","Bieise"
"919","bio_8",26,16.6429978843883,"TMeanWetQ","temperature","Bieise"
"920","bio_9",26,34.3797625328286,"TMeanDryQ","temperature","Bieise"
"921","bs_top",26,15.6878727593375,"bs_top","hydro","Bieise"
"922","Carbone",26,16.6843889742502,"C","physchem","Bieise"
"923","cec_top",26,7.79493546461142,"cec_top","hydro","Bieise"
"924","clay",26,13.8076737117824,"clay","structural","Bieise"
"925","clc",26,40.9818593279349,"clc","landcover","Bieise"
"926","CN",26,64.5691318514663,"CN","physchem","Bieise"
"927","crusting",26,19.7120290958845,"crusting","structural","Bieise"
"928","dgh",26,8.48464029234907,"dgh","structural","Bieise"
"929","dimp",26,3.19273101346596,"dimp","structural","Bieise"
"930","erodi",26,29.1483036129974,"erodi","structural","Bieise"
"931","parmado",26,17.9313389209136,"parmado","structural","Bieise"
"932","pd_top",26,24.6545076967219,"pd_top","structural","Bieise"
"933","pH",26,52.7907477850767,"pH","physchem","Bieise"
"934","proxi_eau_fast",26,1.0758392496373,"proxi_eau_fast","hydro","Bieise"
"935","silt",26,19.3886132879509,"silt","structural","Bieise"
"936","wr",26,17.3569021631386,"wr","hydro","Bieise"
"937","awc_top",27,17.856110197894,"awc_top","hydro","Deatte"
"938","bio_1",27,14.7319413761502,"TMeanY","temperature","Deatte"
"939","bio_10",27,22.3998708324411,"TMeanWarmQ","temperature","Deatte"
"940","bio_11",27,2.67416351405203,"TMeanColdQ","temperature","Deatte"
"941","bio_12",27,15.4237367344211,"PTotY","precipitation","Deatte"
"942","bio_13",27,10.6696706403156,"PWetM","precipitation","Deatte"
"943","bio_14",27,14.7375973991877,"PDryM","precipitation","Deatte"
"944","bio_15",27,14.2626594662752,"PSeason","precipitation","Deatte"
"945","bio_16",27,4.61037786661211,"PWetQ","precipitation","Deatte"
"946","bio_17",27,5.65583129486338,"PDryQ","precipitation","Deatte"
"947","bio_18",27,22.3757992903808,"PWarmQ","precipitation","Deatte"
"948","bio_19",27,19.6129068043122,"PColdQ","precipitation","Deatte"
"949","bio_2",27,30.2349879778082,"TMeanRngD","temperature","Deatte"
"950","bio_3",27,64.3752855008855,"TIso","temperature","Deatte"
"951","bio_4",27,45.5436717895924,"TSeason","temperature","Deatte"
"952","bio_5",27,14.8683744517269,"TMaxWarmM","temperature","Deatte"
"953","bio_6",27,4.27213617000317,"TMinColdM","temperature","Deatte"
"954","bio_7",27,23.0273203869268,"TRngY","temperature","Deatte"
"955","bio_8",27,12.0351600450636,"TMeanWetQ","temperature","Deatte"
"956","bio_9",27,4.05693793908426,"TMeanDryQ","temperature","Deatte"
"957","bs_top",27,40.3158471695687,"bs_top","hydro","Deatte"
"958","Carbone",27,12.759192584755,"C","physchem","Deatte"
"959","cec_top",27,3.33216794890814,"cec_top","hydro","Deatte"
"960","clay",27,32.0158053281193,"clay","structural","Deatte"
"961","clc",27,20.7435383920315,"clc","landcover","Deatte"
"962","CN",27,53.4143005631092,"CN","physchem","Deatte"
"963","crusting",27,13.2044034803029,"crusting","structural","Deatte"
"964","dgh",27,3.14885532664874,"dgh","structural","Deatte"
"965","dimp",27,3.02038878247903,"dimp","structural","Deatte"
"966","erodi",27,8.75344181627762,"erodi","structural","Deatte"
"967","parmado",27,14.6016944202303,"parmado","structural","Deatte"
"968","pd_top",27,6.27458657430217,"pd_top","structural","Deatte"
"969","pH",27,83.2284520732086,"pH","physchem","Deatte"
"970","proxi_eau_fast",27,3.42074346231922,"proxi_eau_fast","hydro","Deatte"
"971","silt",27,4.41271132105827,"silt","structural","Deatte"
"972","wr",27,16.2368071171716,"wr","hydro","Deatte"
"973","awc_top",28,34.4587775417851,"awc_top","hydro","Debybl"
"974","bio_1",28,13.8939058106041,"TMeanY","temperature","Debybl"
"975","bio_10",28,15.5614872351868,"TMeanWarmQ","temperature","Debybl"
"976","bio_11",28,24.5167792494554,"TMeanColdQ","temperature","Debybl"
"977","bio_12",28,9.43486706382981,"PTotY","precipitation","Debybl"
"978","bio_13",28,17.2745356719068,"PWetM","precipitation","Debybl"
"979","bio_14",28,8.33010147119779,"PDryM","precipitation","Debybl"
"980","bio_15",28,32.8867305396429,"PSeason","precipitation","Debybl"
"981","bio_16",28,30.4246561867794,"PWetQ","precipitation","Debybl"
"982","bio_17",28,10.0941516173528,"PDryQ","precipitation","Debybl"
"983","bio_18",28,11.8087800354569,"PWarmQ","precipitation","Debybl"
"984","bio_19",28,27.8741249594787,"PColdQ","precipitation","Debybl"
"985","bio_2",28,39.7421355996769,"TMeanRngD","temperature","Debybl"
"986","bio_3",28,10.0331371660406,"TIso","temperature","Debybl"
"987","bio_4",28,11.0241565734285,"TSeason","temperature","Debybl"
"988","bio_5",28,24.582770175465,"TMaxWarmM","temperature","Debybl"
"989","bio_6",28,9.44402575978129,"TMinColdM","temperature","Debybl"
"990","bio_7",28,19.1471306163509,"TRngY","temperature","Debybl"
"991","bio_8",28,12.2128784979166,"TMeanWetQ","temperature","Debybl"
"992","bio_9",28,72.1483481179503,"TMeanDryQ","temperature","Debybl"
"993","bs_top",28,19.8155236584373,"bs_top","hydro","Debybl"
"994","Carbone",28,3.51032367241785,"C","physchem","Debybl"
"995","cec_top",28,13.7642339819566,"cec_top","hydro","Debybl"
"996","clay",28,23.7371844611098,"clay","structural","Debybl"
"997","clc",28,16.7477377339612,"clc","landcover","Debybl"
"998","CN",28,8.39115554377048,"CN","physchem","Debybl"
"999","crusting",28,22.2781128496422,"crusting","structural","Debybl"
"1000","dgh",28,6.7692261166232,"dgh","structural","Debybl"
"1001","dimp",28,2.82315216152226,"dimp","structural","Debybl"
"1002","erodi",28,17.8606100765911,"erodi","structural","Debybl"
"1003","parmado",28,15.1840014380682,"parmado","structural","Debybl"
"1004","pd_top",28,34.3810443497392,"pd_top","structural","Debybl"
"1005","pH",28,35.444105681709,"pH","physchem","Debybl"
"1006","proxi_eau_fast",28,3.07129621399893,"proxi_eau_fast","hydro","Debybl"
"1007","silt",28,16.0714657100159,"silt","structural","Debybl"
"1008","wr",28,24.9389983097769,"wr","hydro","Debybl"
"1009","awc_top",29,29.2737167552258,"awc_top","hydro","Deocta"
"1010","bio_1",29,8.10850213410446,"TMeanY","temperature","Deocta"
"1011","bio_10",29,18.3297040012764,"TMeanWarmQ","temperature","Deocta"
"1012","bio_11",29,14.6173681657429,"TMeanColdQ","temperature","Deocta"
"1013","bio_12",29,15.7006437718691,"PTotY","precipitation","Deocta"
"1014","bio_13",29,26.847472524418,"PWetM","precipitation","Deocta"
"1015","bio_14",29,28.498390911394,"PDryM","precipitation","Deocta"
"1016","bio_15",29,23.5635710400892,"PSeason","precipitation","Deocta"
"1017","bio_16",29,13.365511014402,"PWetQ","precipitation","Deocta"
"1018","bio_17",29,10.4943477089924,"PDryQ","precipitation","Deocta"
"1019","bio_18",29,43.8334092804972,"PWarmQ","precipitation","Deocta"
"1020","bio_19",29,37.9624799258796,"PColdQ","precipitation","Deocta"
"1021","bio_2",29,44.4983843410104,"TMeanRngD","temperature","Deocta"
"1022","bio_3",29,100.737754000449,"TIso","temperature","Deocta"
"1023","bio_4",29,48.3016399455554,"TSeason","temperature","Deocta"
"1024","bio_5",29,5.77227942590027,"TMaxWarmM","temperature","Deocta"
"1025","bio_6",29,6.48666237672274,"TMinColdM","temperature","Deocta"
"1026","bio_7",29,25.4119272368505,"TRngY","temperature","Deocta"
"1027","bio_8",29,14.7802549341849,"TMeanWetQ","temperature","Deocta"
"1028","bio_9",29,18.6994544466613,"TMeanDryQ","temperature","Deocta"
"1029","bs_top",29,45.341578558835,"bs_top","hydro","Deocta"
"1030","Carbone",29,6.21598253581931,"C","physchem","Deocta"
"1031","cec_top",29,3.02584038727515,"cec_top","hydro","Deocta"
"1032","clay",29,28.975086393273,"clay","structural","Deocta"
"1033","clc",29,16.3584291073202,"clc","landcover","Deocta"
"1034","CN",29,52.5755406990369,"CN","physchem","Deocta"
"1035","crusting",29,25.0550675393821,"crusting","structural","Deocta"
"1036","dgh",29,7.75673301609571,"dgh","structural","Deocta"
"1037","dimp",29,3.48517268528369,"dimp","structural","Deocta"
"1038","erodi",29,17.3413536791633,"erodi","structural","Deocta"
"1039","parmado",29,23.3583779028196,"parmado","structural","Deocta"
"1040","pd_top",29,5.13585588228263,"pd_top","structural","Deocta"
"1041","pH",29,107.213838790463,"pH","physchem","Deocta"
"1042","proxi_eau_fast",29,4.80379529478727,"proxi_eau_fast","hydro","Deocta"
"1043","silt",29,3.38211657418957,"silt","structural","Deocta"
"1044","wr",29,25.6311439690695,"wr","hydro","Deocta"
"1045","awc_top",30,33.3042504832625,"awc_top","hydro","Depygm"
"1046","bio_1",30,2.38109592818151,"TMeanY","temperature","Depygm"
"1047","bio_10",30,3.19362670958698,"TMeanWarmQ","temperature","Depygm"
"1048","bio_11",30,10.7060982265686,"TMeanColdQ","temperature","Depygm"
"1049","bio_12",30,4.410577333938,"PTotY","precipitation","Depygm"
"1050","bio_13",30,25.3911617249282,"PWetM","precipitation","Depygm"
"1051","bio_14",30,4.01265269178514,"PDryM","precipitation","Depygm"
"1052","bio_15",30,16.3458347150091,"PSeason","precipitation","Depygm"
"1053","bio_16",30,4.68954188813941,"PWetQ","precipitation","Depygm"
"1054","bio_17",30,24.9423569627023,"PDryQ","precipitation","Depygm"
"1055","bio_18",30,5.31895254406203,"PWarmQ","precipitation","Depygm"
"1056","bio_19",30,11.1548729281009,"PColdQ","precipitation","Depygm"
"1057","bio_2",30,32.3668930180778,"TMeanRngD","temperature","Depygm"
"1058","bio_3",30,11.5670037972474,"TIso","temperature","Depygm"
"1059","bio_4",30,31.0285766125602,"TSeason","temperature","Depygm"
"1060","bio_5",30,5.31510403447676,"TMaxWarmM","temperature","Depygm"
"1061","bio_6",30,22.1116889616223,"TMinColdM","temperature","Depygm"
"1062","bio_7",30,52.4783967234982,"TRngY","temperature","Depygm"
"1063","bio_8",30,4.84208200002396,"TMeanWetQ","temperature","Depygm"
"1064","bio_9",30,13.6151404015327,"TMeanDryQ","temperature","Depygm"
"1065","bs_top",30,1.09620050082372,"bs_top","hydro","Depygm"
"1066","Carbone",30,4.34520185158128,"C","physchem","Depygm"
"1067","cec_top",30,7.42102173678269,"cec_top","hydro","Depygm"
"1068","clay",30,15.3777519035351,"clay","structural","Depygm"
"1069","clc",30,19.616990199188,"clc","landcover","Depygm"
"1070","CN",30,28.0881107312002,"CN","physchem","Depygm"
"1071","crusting",30,12.1585518686417,"crusting","structural","Depygm"
"1072","dgh",30,9.18763241113264,"dgh","structural","Depygm"
"1073","dimp",30,1.31182471082462,"dimp","structural","Depygm"
